"","years.BP.2000","permille"
"4734","118.350.000",-37.88
"4735","118.350.000",-37.78
"4736","118.400.000",-37.78
"4737","118.400.000",-37.68
"4738","118.450.000",-37.68
"4739","118.450.000",-37.59
"4740","118.500.000",-37.59
"4741","118.500.000",-37.32
"4742","118.550.000",-37.32
"4743","118.550.000",-36.92
"4744","118.600.000",-36.92
"4745","118.600.000",-37.26
"4746","118.650.000",-37.26
"4747","118.650.000",-37.17
"4748","118.700.000",-37.17
"4749","118.700.000",-37.48
"4750","118.750.000",-37.48
"4751","118.750.000",-37.31
"4752","118.800.000",-37.31
"4753","118.800.000",-37.12
"4754","118.850.000",-37.12
"4755","118.850.000",-37.3
"4756","118.900.000",-37.3
"4757","118.900.000",-37.51
"4758","118.950.000",-37.51
"4759","118.950.000",-37.2
"4760","119.000.000",-37.2
"4761","119.000.000",-36.7
"4762","119.050.000",-36.7
"4763","119.050.000",-36.82
"4764","119.100.000",-36.82
"4765","119.100.000",-36.99
"4766","119.150.000",-36.99
"4767","119.150.000",-36.98
"4768","119.200.000",-36.98
"4769","119.200.000",-36.95
"4770","119.250.000",-36.95
"4771","119.250.000",-36.35
"4772","119.300.000",-36.35
"4773","119.300.000",-36.68
"4774","119.350.000",-36.68
"4775","119.350.000",-36.69
"4776","119.400.000",-36.69
"4777","119.400.000",-35.85
"4778","119.450.000",-35.85
"4779","119.450.000",-35.8
"4780","119.500.000",-35.8
"4781","119.500.000",-35.7
"4782","119.550.000",-35.7
"4783","119.550.000",-35.6
"4784","119.600.000",-35.6
"4785","119.600.000",-35.65
"4786","119.650.000",-35.65
"4787","119.650.000",-35.45
"4788","119.700.000",-35.45
"4789","119.700.000",-35.49
"4790","119.750.000",-35.49
"4791","119.750.000",-35.35
"4792","119.800.000",-35.35
"4793","119.800.000",-34.88
"4794","119.850.000",-34.88
"4795","119.850.000",-34.68
"4796","119.900.000",-34.68
"4797","119.900.000",-34.93
"4798","119.950.000",-34.93
"4799","119.950.000",-35.01
"4800","120.000.000",-35.01
"4801","120.000.000",-34.74
"4802","120.050.000",-34.74
"4803","120.050.000",-34.81
"4804","120.100.000",-34.81
"4805","120.100.000",-34.72
"4806","120.150.000",-34.72
"4807","120.150.000",-34.52
"4808","120.200.000",-34.52
"4809","120.200.000",-34.41
"4810","120.250.000",-34.41
"4811","120.250.000",-34.32
"4812","120.300.000",-34.32
"4813","120.300.000",-34.61
"4814","120.350.000",-34.61
"4815","120.350.000",-34.48
"4816","120.400.000",-34.48
"4817","120.400.000",-34.29
"4818","120.450.000",-34.29
"4819","120.450.000",-34.35
"4820","120.500.000",-34.35
"4821","120.500.000",-34.32
"4822","120.550.000",-34.32
"4823","120.550.000",-34.2
"4824","120.600.000",-34.2
"4825","120.600.000",-34.18
"4826","120.650.000",-34.18
"4827","120.650.000",-34.03
"4828","120.700.000",-34.03
"4829","120.700.000",-33.95
"4830","120.750.000",-33.95
"4831","120.750.000",-33.81
"4832","120.800.000",-33.81
"4833","120.800.000",-33.54
"4834","120.850.000",-33.54
"4835","120.850.000",-33.66
"4836","120.900.000",-33.66
"4837","120.900.000",-33.67
"4838","120.950.000",-33.67
"4839","120.950.000",-33.39
"4840","121.000.000",-33.39
"4841","121.000.000",-33.35
"4842","121.050.000",-33.35
"4843","121.050.000",-33.34
"4844","121.100.000",-33.34
"4845","121.100.000",-33.32
"4846","121.150.000",-33.32
"4847","121.150.000",-33.14
"4848","121.200.000",-33.14
"4849","121.200.000",-32.79
"4850","121.250.000",-32.79
"4851","121.250.000",-32.85
"4852","121.300.000",-32.85
"4853","121.300.000",-32.67
"4854","121.350.000",-32.67
"4855","121.350.000",-32.7
"4856","121.400.000",-32.7
"4857","121.400.000",-32.6
"4858","121.450.000",-32.6
"4859","121.450.000",-32.69
"4860","121.500.000",-32.69
"4861","121.500.000",-32.89
"4862","121.550.000",-32.89
"4863","121.550.000",-32.64
"4864","121.600.000",-32.64
"4865","121.600.000",-32.39
"4866","121.650.000",-32.39
"4867","121.650.000",-32.43
"4868","121.700.000",-32.43
"4869","121.700.000",-32.33
"4870","121.750.000",-32.33
"4871","121.750.000",-32.46
"4872","121.800.000",-32.46
"4873","121.800.000",-32.45
"4874","121.850.000",-32.45
"4875","121.850.000",-32.35
"4876","121.900.000",-32.35
"4877","121.900.000",-32.39
"4878","121.950.000",-32.39
"4879","121.950.000",-32.37
"4880","122.000.000",-32.37
"4881","122.000.000",-32.34
"4882","122.050.000",-32.34
"4883","122.050.000",-32.26
"4884","122.100.000",-32.26
"4885","122.100.000",-32.27
"4886","122.150.000",-32.27
"4887","122.150.000",-32.15
"4888","122.200.000",-32.15
"4889","122.200.000",-32.32
"4890","122.250.000",-32.32
"4891","122.250.000",-32.34
"4892","122.300.000",-32.34
"4893","122.300.000",-32.33
"4894","122.350.000",-32.33
"4895","122.350.000",-32.3
"4896","122.400.000",-32.3
"4897","122.400.000",-32.33
"4898","122.450.000",-32.33
"4899","122.450.000",-32.36
"4900","122.500.000",-32.36
"4901","122.500.000",-32.49
"4902","122.550.000",-32.49
"4903","122.550.000",-32.59
"4904","122.600.000",-32.59
"4905","122.600.000",-32.58
"4906","122.650.000",-32.58
"4907","122.650.000",-32.64
"4908","122.700.000",-32.64
"4909","122.700.000",-32.64
"4910","122.750.000",-32.64
"4911","122.750.000",-32.49
"4912","122.800.000",-32.49
"4913","122.800.000",-32.47
"4914","122.850.000",-32.47
"4915","122.850.000",-32.68
"4916","122.900.000",-32.68
"4917","122.900.000",-32.62
"4918","122.950.000",-32.62
