"","years.BP.2000","permille"
"1935","48.350.000",-42.91
"1936","48.400.000",-42.91
"1937","48.400.000",-42.31
"1938","48.450.000",-42.31
"1939","48.450.000",-43.18
"1940","48.500.000",-43.18
"1941","48.500.000",-42.92
"1942","48.550.000",-42.92
"1943","48.550.000",-42.98
"1944","48.600.000",-42.98
"1945","48.600.000",-43.13
"1946","48.650.000",-43.13
"1947","48.650.000",-44.06
"1948","48.700.000",-44.06
"1949","48.700.000",-43.9
"1950","48.750.000",-43.9
"1951","48.750.000",-43.48
"1952","48.800.000",-43.48
"1953","48.800.000",-43.49
"1954","48.850.000",-43.49
"1955","48.850.000",-42.8
"1956","48.900.000",-42.8
"1957","48.900.000",-42.44
"1958","48.950.000",-42.44
"1959","48.950.000",-42.13
"1960","49.000.000",-42.13
"1961","49.000.000",-41.59
"1962","49.050.000",-41.59
"1963","49.050.000",-40.95
"1964","49.100.000",-40.95
"1965","49.100.000",-41.17
"1966","49.150.000",-41.17
"1967","49.150.000",-41.3
"1968","49.200.000",-41.3
"1969","49.200.000",-41.22
"1970","49.250.000",-41.22
"1971","49.250.000",-40.92
"1972","49.300.000",-40.92
"1973","49.300.000",-41.16
"1974","49.350.000",-41.16
"1975","49.350.000",-40.23
"1976","49.400.000",-40.23
"1977","49.400.000",-39.84
"1978","49.450.000",-39.84
"1979","49.450.000",-39.73
"1980","49.500.000",-39.73
"1981","49.500.000",-39.62
"1982","49.550.000",-39.62
"1983","49.550.000",-40.9
"1984","49.600.000",-40.9
"1985","49.600.000",-42.11
"1986","49.650.000",-42.11
"1987","49.650.000",-39.81
"1988","49.700.000",-39.81
"1989","49.700.000",-39.48
"1990","49.750.000",-39.48
"1991","49.750.000",-39.51
"1992","49.800.000",-39.51
"1993","49.800.000",-41.41
"1994","49.850.000",-41.41
"1995","49.850.000",-41.85
"1996","49.900.000",-41.85
"1997","49.900.000",-42.38
"1998","49.950.000",-42.38
"1999","49.950.000",-42.11
"2000","50.000.000",-42.11
"2001","50.000.000",-41.51
"2002","50.050.000",-41.51
"2003","50.050.000",-41.19
"2004","50.100.000",-41.19
"2005","50.100.000",-41.47
"2006","50.150.000",-41.47
"2007","50.150.000",-40.3
"2008","50.200.000",-40.3
"2009","50.200.000",-40.52
"2010","50.250.000",-40.52
"2011","50.250.000",-40.53
"2012","50.300.000",-40.53
"2013","50.300.000",-40.49
"2014","50.350.000",-40.49
"2015","50.350.000",-40.42
"2016","50.400.000",-40.42
"2017","50.400.000",-40.74
"2018","50.450.000",-40.74
"2019","50.450.000",-41.1
"2020","50.500.000",-41.1
"2021","50.500.000",-40.72
"2022","50.550.000",-40.72
"2023","50.550.000",-40.19
"2024","50.600.000",-40.19
"2025","50.600.000",-40.29
"2026","50.650.000",-40.29
"2027","50.650.000",-40.86
"2028","50.700.000",-40.86
"2029","50.700.000",-40.59
"2030","50.750.000",-40.59
"2031","50.750.000",-40.51
"2032","50.800.000",-40.51
"2033","50.800.000",-40.86
"2034","50.850.000",-40.86
"2035","50.850.000",-40.9
"2036","50.900.000",-40.9
"2037","50.900.000",-40.71
"2038","50.950.000",-40.71
"2039","50.950.000",-40.43
"2040","51.000.000",-40.43
"2041","51.000.000",-40.78
"2042","51.050.000",-40.78
"2043","51.050.000",-39.81
"2044","51.100.000",-39.81
"2045","51.100.000",-40.57
"2046","51.150.000",-40.57
"2047","51.150.000",-40.63
"2048","51.200.000",-40.63
"2049","51.200.000",-40.22
"2050","51.250.000",-40.22
"2051","51.250.000",-40.34
"2052","51.300.000",-40.34
"2053","51.300.000",-40.11
"2054","51.350.000",-40.11
"2055","51.350.000",-40.72
"2056","51.400.000",-40.72
"2057","51.400.000",-40.72
"2058","51.450.000",-40.72
"2059","51.450.000",-40.15
"2060","51.500.000",-40.15
"2061","51.500.000",-40.53
"2062","51.550.000",-40.53
"2063","51.550.000",-40.6
"2064","51.600.000",-40.6
"2065","51.600.000",-40.45
"2066","51.650.000",-40.45
"2067","51.650.000",-40.08
"2068","51.700.000",-40.08
"2069","51.700.000",-40.71
"2070","51.750.000",-40.71
"2071","51.750.000",-40.69
"2072","51.800.000",-40.69
"2073","51.800.000",-40.43
"2074","51.850.000",-40.43
"2075","51.850.000",-40.85
"2076","51.900.000",-40.85
"2077","51.900.000",-41.07
"2078","51.950.000",-41.07
"2079","51.950.000",-39.81
"2080","52.000.000",-39.81
"2081","52.000.000",-40.44
"2082","52.050.000",-40.44
"2083","52.050.000",-39.8
"2084","52.100.000",-39.8
"2085","52.100.000",-40.67
"2086","52.150.000",-40.67
"2087","52.150.000",-41.01
"2088","52.200.000",-41.01
"2089","52.200.000",-41.04
"2090","52.250.000",-41.04
"2091","52.250.000",-41.39
"2092","52.300.000",-41.39
"2093","52.300.000",-40.26
"2094","52.350.000",-40.26
"2095","52.350.000",-39.11
"2096","52.400.000",-39.11
"2097","52.400.000",-39.27
"2098","52.450.000",-39.27
"2099","52.450.000",-39.79
"2100","52.500.000",-39.79
"2101","52.500.000",-39.96
"2102","52.550.000",-39.96
"2103","52.550.000",-39.87
"2104","52.600.000",-39.87
"2105","52.600.000",-39.04
"2106","52.650.000",-39.04
"2107","52.650.000",-39.42
"2108","52.700.000",-39.42
"2109","52.700.000",-39.91
"2110","52.750.000",-39.91
"2111","52.750.000",-39.44
"2112","52.800.000",-39.44
"2113","52.800.000",-39.31
"2114","52.850.000",-39.31
"2115","52.850.000",-38.84
"2116","52.900.000",-38.84
"2117","52.900.000",-38.83
"2118","52.950.000",-38.83
"2119","52.950.000",-39.74
"2120","53.000.000",-39.74
"2121","53.000.000",-39.24
"2122","53.050.000",-39.24
"2123","53.050.000",-39.99
"2124","53.100.000",-39.99
"2125","53.100.000",-39.42
"2126","53.150.000",-39.42
"2127","53.150.000",-38.77
"2128","53.200.000",-38.77
"2129","53.200.000",-39.48
"2130","53.250.000",-39.48
"2131","53.250.000",-38.96
"2132","53.300.000",-38.96
"2133","53.300.000",-39.87
"2134","53.350.000",-39.87
"2135","53.350.000",-39.66
"2136","53.400.000",-39.66
"2137","53.400.000",-39.55
"2138","53.450.000",-39.55
"2139","53.450.000",-39.59
"2140","53.500.000",-39.59
"2141","53.500.000",-39.24
"2142","53.550.000",-39.24
"2143","53.550.000",-39.27
"2144","53.600.000",-39.27
"2145","53.600.000",-39.56
"2146","53.650.000",-39.56
"2147","53.650.000",-39.21
"2148","53.700.000",-39.21
"2149","53.700.000",-39.31
"2150","53.750.000",-39.31
"2151","53.750.000",-38.9
"2152","53.800.000",-38.9
"2153","53.800.000",-39.49
"2154","53.850.000",-39.49
"2155","53.850.000",-39.47
"2156","53.900.000",-39.47
"2157","53.900.000",-39.38
"2158","53.950.000",-39.38
"2159","53.950.000",-38.73
"2160","54.000.000",-38.73
"2161","54.000.000",-38.83
"2162","54.050.000",-38.83
"2163","54.050.000",-39.5
"2164","54.100.000",-39.5
"2165","54.100.000",-38.51
"2166","54.150.000",-38.51
"2167","54.150.000",-39.35
"2168","54.200.000",-39.35
"2169","54.200.000",-38.88
"2170","54.250.000",-38.88
"2171","54.250.000",-38.86
"2172","54.300.000",-38.86
"2173","54.300.000",-39.03
"2174","54.350.000",-39.03
"2175","54.350.000",-38.74
"2176","54.400.000",-38.74
"2177","54.400.000",-38.44
"2178","54.450.000",-38.44
"2179","54.450.000",-39.24
"2180","54.500.000",-39.24
"2181","54.500.000",-39.37
"2182","54.550.000",-39.37
"2183","54.550.000",-39.1
"2184","54.600.000",-39.1
"2185","54.600.000",-38.55
"2186","54.650.000",-38.55
"2187","54.650.000",-38.03
"2188","54.700.000",-38.03
"2189","54.700.000",-37.92
"2190","54.750.000",-37.92
"2191","54.750.000",-39.91
"2192","54.800.000",-39.91
"2193","54.800.000",-40.86
"2194","54.850.000",-40.86
"2195","54.850.000",-38.87
"2196","54.900.000",-38.87
"2197","54.900.000",-38.79
"2198","54.950.000",-38.79
"2199","54.950.000",-38.81
"2200","55.000.000",-38.81
"2201","55.000.000",-39.14
"2202","55.050.000",-39.14
"2203","55.050.000",-40.65
"2204","55.100.000",-40.65
"2205","55.100.000",-42.52
"2206","55.150.000",-42.52
"2207","55.150.000",-42.87
"2208","55.200.000",-42.87
"2209","55.200.000",-42.52
"2210","55.250.000",-42.52
"2211","55.250.000",-42.8
"2212","55.300.000",-42.8
"2213","55.300.000",-42.88
"2214","55.350.000",-42.88
"2215","55.350.000",-43.53
"2216","55.400.000",-43.53
"2217","55.400.000",-42.7
"2218","55.450.000",-42.7
"2219","55.450.000",-42.46
"2220","55.500.000",-42.46
"2221","55.500.000",-42.74
"2222","55.550.000",-42.74
"2223","55.550.000",-42.29
"2224","55.600.000",-42.29
"2225","55.600.000",-42.2
"2226","55.650.000",-42.2
"2227","55.650.000",-41.63
"2228","55.700.000",-41.63
"2229","55.700.000",-42.2
"2230","55.750.000",-42.2
"2231","55.750.000",-38.93
"2232","55.800.000",-38.93
"2233","55.800.000",-38.84
"2234","55.850.000",-38.84
"2235","55.850.000",-42.14
"2236","55.900.000",-42.14
"2237","55.900.000",-42.87
"2238","55.950.000",-42.87
"2239","55.950.000",-42.76
"2240","56.000.000",-42.76
"2241","56.000.000",-42.49
"2242","56.050.000",-42.49
"2243","56.050.000",-42.9
"2244","56.100.000",-42.9
"2245","56.100.000",-42.99
"2246","56.150.000",-42.99
"2247","56.150.000",-42
"2248","56.200.000",-42
"2249","56.200.000",-41.42
"2250","56.250.000",-41.42
"2251","56.250.000",-39.24
"2252","56.300.000",-39.24
"2253","56.300.000",-39.61
"2254","56.350.000",-39.61
"2255","56.350.000",-39.32
"2256","56.400.000",-39.32
"2257","56.400.000",-39.61
"2258","56.450.000",-39.61
"2259","56.450.000",-39.35
"2260","56.500.000",-39.35
"2261","56.500.000",-38.9
"2262","56.550.000",-38.9
"2263","56.550.000",-39.83
"2264","56.600.000",-39.83
"2265","56.600.000",-42.08
"2266","56.650.000",-42.08
"2267","56.650.000",-43.22
"2268","56.700.000",-43.22
"2269","56.700.000",-42.96
"2270","56.750.000",-42.96
"2271","56.750.000",-42.84
"2272","56.800.000",-42.84
"2273","56.800.000",-43.09
"2274","56.850.000",-43.09
"2275","56.850.000",-42.63
"2276","56.900.000",-42.63
"2277","56.900.000",-42.16
"2278","56.950.000",-42.16
"2279","56.950.000",-42.47
"2280","57.000.000",-42.47
"2281","57.000.000",-42.24
"2282","57.050.000",-42.24
"2283","57.050.000",-42.42
"2284","57.100.000",-42.42
"2285","57.100.000",-42.46
"2286","57.150.000",-42.46
"2287","57.150.000",-42.01
"2288","57.200.000",-42.01
"2289","57.200.000",-42.36
"2290","57.250.000",-42.36
"2291","57.250.000",-41.25
"2292","57.300.000",-41.25
"2293","57.300.000",-41.23
"2294","57.350.000",-41.23
"2295","57.350.000",-41.17
"2296","57.400.000",-41.17
"2297","57.400.000",-40.63
"2298","57.450.000",-40.63
"2299","57.450.000",-40.11
"2300","57.500.000",-40.11
"2301","57.500.000",-40.07
"2302","57.550.000",-40.07
"2303","57.550.000",-40.27
"2304","57.600.000",-40.27
"2305","57.600.000",-40.68
"2306","57.650.000",-40.68
"2307","57.650.000",-40.92
"2308","57.700.000",-40.92
"2309","57.700.000",-40.61
"2310","57.750.000",-40.61
"2311","57.750.000",-40.51
"2312","57.800.000",-40.51
"2313","57.800.000",-41.02
"2314","57.850.000",-41.02
"2315","57.850.000",-41.42
"2316","57.900.000",-41.42
"2317","57.900.000",-40.5
"2318","57.950.000",-40.5
"2319","57.950.000",-40.37
"2320","58.000.000",-40.37
"2321","58.000.000",-40.35
"2322","58.050.000",-40.35
"2323","58.050.000",-40.68
"2324","58.100.000",-40.68
"2325","58.100.000",-40.02
"2326","58.150.000",-40.02
"2327","58.150.000",-39.67
"2328","58.200.000",-39.67
"2329","58.200.000",-39.74
"2330","58.250.000",-39.74
"2331","58.250.000",-39.83
"2332","58.300.000",-39.83
"2333","58.300.000",-39.44
"2334","58.350.000",-39.44
"2335","58.350.000",-38.99
"2336","58.400.000",-38.99
"2337","58.400.000",-39.6
"2338","58.450.000",-39.6
"2339","58.450.000",-39.68
"2340","58.500.000",-39.68
"2341","58.500.000",-39.17
"2342","58.550.000",-39.17
"2343","58.550.000",-38.64
"2344","58.600.000",-38.64
"2345","58.600.000",-38.83
"2346","58.650.000",-38.83
"2347","58.650.000",-39.42
"2348","58.700.000",-39.42
"2349","58.700.000",-39.87
"2350","58.750.000",-39.87
"2351","58.750.000",-38.41
"2352","58.800.000",-38.41
"2353","58.800.000",-41.2
"2354","58.850.000",-41.2
"2355","58.850.000",-41.97
"2356","58.900.000",-41.97
"2357","58.900.000",-41.09
"2358","58.950.000",-41.09
"2359","58.950.000",-38.19
"2360","59.000.000",-38.19
"2361","59.000.000",-39.6
"2362","59.050.000",-39.6
"2363","59.050.000",-42.05
"2364","59.100.000",-42.05
"2365","59.100.000",-42.52
"2366","59.150.000",-42.52
"2367","59.150.000",-42.66
"2368","59.200.000",-42.66
"2369","59.200.000",-42.19
"2370","59.250.000",-42.19
"2371","59.250.000",-42.46
"2372","59.300.000",-42.46
"2373","59.300.000",-41.99
"2374","59.350.000",-41.99
"2375","59.350.000",-40.97
"2376","59.400.000",-40.97
"2377","59.400.000",-39.35
"2378","59.450.000",-39.35
"2379","59.450.000",-39.19
"2380","59.500.000",-39.19
"2381","59.500.000",-39.52
"2382","59.550.000",-39.52
"2383","59.550.000",-40.99
"2384","59.600.000",-40.99
"2385","59.600.000",-40.3
"2386","59.650.000",-40.3
"2387","59.650.000",-38.95
"2388","59.700.000",-38.95
"2389","59.700.000",-38.36
"2390","59.750.000",-38.36
"2391","59.750.000",-38.25
"2392","59.800.000",-38.25
"2393","59.800.000",-39.12
"2394","59.850.000",-39.12
"2395","59.850.000",-42.3
"2396","59.900.000",-42.3
"2397","59.900.000",-42.88
"2398","59.950.000",-42.88
"2399","59.950.000",-42.94
"2400","60.000.000",-42.94
"2401","60.000.000",-42.25
"2402","60.050.000",-42.25
"2403","60.050.000",-38.53
"2404","60.100.000",-38.53
"2405","60.100.000",-37.93
"2406","60.150.000",-37.93
"2407","60.150.000",-40.31
"2408","60.200.000",-40.31
"2409","60.200.000",-42.72
"2410","60.250.000",-42.72
"2411","60.250.000",-43.39
"2412","60.300.000",-43.39
"2413","60.300.000",-43.45
"2414","60.350.000",-43.45
"2415","60.350.000",-43.27
"2416","60.400.000",-43.27
"2417","60.400.000",-42.43
"2418","60.450.000",-42.43
"2419","60.450.000",-42.57
"2420","60.500.000",-42.57
"2421","60.500.000",-43.58
"2422","60.550.000",-43.58
"2423","60.550.000",-43.37
"2424","60.600.000",-43.37
"2425","60.600.000",-42.69
"2426","60.650.000",-42.69
"2427","60.650.000",-43.07
"2428","60.700.000",-43.07
"2429","60.700.000",-43.16
"2430","60.750.000",-43.16
"2431","60.750.000",-43.33
"2432","60.800.000",-43.33
"2433","60.800.000",-43.45
"2434","60.850.000",-43.45
"2435","60.850.000",-43.3
"2436","60.900.000",-43.3
"2437","60.900.000",-43.24
"2438","60.950.000",-43.24
"2439","60.950.000",-42.84
"2440","61.000.000",-42.84
"2441","61.000.000",-42.89
"2442","61.050.000",-42.89
"2443","61.050.000",-43.25
"2444","61.100.000",-43.25
"2445","61.100.000",-43.19
"2446","61.150.000",-43.19
"2447","61.150.000",-43.24
"2448","61.200.000",-43.24
"2449","61.200.000",-43.12
"2450","61.250.000",-43.12
"2451","61.250.000",-43.05
"2452","61.300.000",-43.05
"2453","61.300.000",-42.99
"2454","61.350.000",-42.99
"2455","61.350.000",-43.13
"2456","61.400.000",-43.13
"2457","61.400.000",-43.1
"2458","61.450.000",-43.1
"2459","61.450.000",-43.53
"2460","61.500.000",-43.53
"2461","61.500.000",-43.74
"2462","61.550.000",-43.74
"2463","61.550.000",-43.69
"2464","61.600.000",-43.69
"2465","61.600.000",-43.65
"2466","61.650.000",-43.65
"2467","61.650.000",-43.39
"2468","61.700.000",-43.39
"2469","61.700.000",-43.97
"2470","61.750.000",-43.97
"2471","61.750.000",-44.15
"2472","61.800.000",-44.15
"2473","61.800.000",-43.21
"2474","61.850.000",-43.21
"2475","61.850.000",-44.19
"2476","61.900.000",-44.19
"2477","61.900.000",-43.28
"2478","61.950.000",-43.28
"2479","61.950.000",-43.81
"2480","62.000.000",-43.81
"2481","62.000.000",-43.7
"2482","62.050.000",-43.7
"2483","62.050.000",-43.18
"2484","62.100.000",-43.18
"2485","62.100.000",-43.1
"2486","62.150.000",-43.1
"2487","62.150.000",-43.23
"2488","62.200.000",-43.23
"2489","62.200.000",-43.67
"2490","62.250.000",-43.67
"2491","62.250.000",-45.1
"2492","62.300.000",-45.1
"2493","62.300.000",-44.57
"2494","62.350.000",-44.57
"2495","62.350.000",-43.63
"2496","62.400.000",-43.63
"2497","62.400.000",-43.09
"2498","62.450.000",-43.09
"2499","62.450.000",-43.34
"2500","62.500.000",-43.34
"2501","62.500.000",-44.38
"2502","62.550.000",-44.38
"2503","62.550.000",-44.75
"2504","62.600.000",-44.75
"2505","62.600.000",-43.15
"2506","62.650.000",-43.15
"2507","62.650.000",-43.63
"2508","62.700.000",-43.63
"2509","62.700.000",-44.21
"2510","62.750.000",-44.21
"2511","62.750.000",-44.7
"2512","62.800.000",-44.7
"2513","62.800.000",-44.49
"2514","62.850.000",-44.49
"2515","62.850.000",-43.54
"2516","62.900.000",-43.54
"2517","62.900.000",-44.18
"2518","62.950.000",-44.18
"2519","62.950.000",-44.6
"2520","63.000.000",-44.6
"2521","63.000.000",-44.01
"2522","63.050.000",-44.01
"2523","63.050.000",-43.86
"2524","63.100.000",-43.86
"2525","63.100.000",-44.52
"2526","63.150.000",-44.52
"2527","63.150.000",-45.02
"2528","63.200.000",-45.02
"2529","63.200.000",-44.74
"2530","63.250.000",-44.74
"2531","63.250.000",-44.58
"2532","63.300.000",-44.58
"2533","63.300.000",-44.43
"2534","63.350.000",-44.43
"2535","63.350.000",-44.15
"2536","63.400.000",-44.15
"2537","63.400.000",-45.16
"2538","63.450.000",-45.16
"2539","63.450.000",-44.63
"2540","63.500.000",-44.63
"2541","63.500.000",-43.77
"2542","63.550.000",-43.77
"2543","63.550.000",-45.04
"2544","63.600.000",-45.04
"2545","63.600.000",-44.4
"2546","63.650.000",-44.4
"2547","63.650.000",-44
"2548","63.700.000",-44
"2549","63.700.000",-43.9
"2550","63.750.000",-43.9
"2551","63.750.000",-44.81
"2552","63.800.000",-44.81
"2553","63.800.000",-44.7
"2554","63.850.000",-44.7
"2555","63.850.000",-44.37
"2556","63.900.000",-44.37
"2557","63.900.000",-44.49
"2558","63.950.000",-44.49
"2559","63.950.000",-43.79
"2560","64.000.000",-43.79
"2561","64.000.000",-43.41
"2562","64.050.000",-43.41
"2563","64.050.000",-43.2
"2564","64.100.000",-43.2
"2565","64.100.000",-43.1
"2566","64.150.000",-43.1
"2567","64.150.000",-43.35
"2568","64.200.000",-43.35
"2569","64.200.000",-43.99
"2570","64.250.000",-43.99
"2571","64.250.000",-43.26
"2572","64.300.000",-43.26
"2573","64.300.000",-43.05
"2574","64.350.000",-43.05
"2575","64.350.000",-43.39
"2576","64.400.000",-43.39
"2577","64.400.000",-43.95
"2578","64.450.000",-43.95
"2579","64.450.000",-44.26
"2580","64.500.000",-44.26
"2581","64.500.000",-43.34
"2582","64.550.000",-43.34
"2583","64.550.000",-41.33
"2584","64.600.000",-41.33
"2585","64.600.000",-39.97
"2586","64.650.000",-39.97
"2587","64.650.000",-40.07
"2588","64.700.000",-40.07
"2589","64.700.000",-39.74
"2590","64.750.000",-39.74
"2591","64.750.000",-40.21
"2592","64.800.000",-40.21
"2593","64.800.000",-42.24
"2594","64.850.000",-42.24
"2595","64.850.000",-42.97
"2596","64.900.000",-42.97
"2597","64.900.000",-44.26
"2598","64.950.000",-44.26
"2599","64.950.000",-42.71
"2600","65.000.000",-42.71
"2601","65.000.000",-43.79
"2602","65.050.000",-43.79
"2603","65.050.000",-44.25
"2604","65.100.000",-44.25
"2605","65.100.000",-44.17
"2606","65.150.000",-44.17
"2607","65.150.000",-44.85
"2608","65.200.000",-44.85
"2609","65.200.000",-45.29
"2610","65.250.000",-45.29
"2611","65.250.000",-44.49
"2612","65.300.000",-44.49
"2613","65.300.000",-44.44
"2614","65.350.000",-44.44
"2615","65.350.000",-44.52
"2616","65.400.000",-44.52
"2617","65.400.000",-43.84
"2618","65.450.000",-43.84
"2619","65.450.000",-43.55
"2620","65.500.000",-43.55
"2621","65.500.000",-44.22
"2622","65.550.000",-44.22
"2623","65.550.000",-43.94
"2624","65.600.000",-43.94
"2625","65.600.000",-43.61
"2626","65.650.000",-43.61
"2627","65.650.000",-43.04
"2628","65.700.000",-43.04
"2629","65.700.000",-43.84
"2630","65.750.000",-43.84
"2631","65.750.000",-43.85
"2632","65.800.000",-43.85
"2633","65.800.000",-43.54
"2634","65.850.000",-43.54
"2635","65.850.000",-42.91
"2636","65.900.000",-42.91
"2637","65.900.000",-43.12
"2638","65.950.000",-43.12
"2639","65.950.000",-43.61
"2640","66.000.000",-43.61
"2641","66.000.000",-44.81
"2642","66.050.000",-44.81
"2643","66.050.000",-44.26
"2644","66.100.000",-44.26
"2645","66.100.000",-44.16
"2646","66.150.000",-44.16
"2647","66.150.000",-44.64
"2648","66.200.000",-44.64
"2649","66.200.000",-44.44
"2650","66.250.000",-44.44
"2651","66.250.000",-44.24
"2652","66.300.000",-44.24
"2653","66.300.000",-43.95
"2654","66.350.000",-43.95
"2655","66.350.000",-44.01
"2656","66.400.000",-44.01
"2657","66.400.000",-44.48
"2658","66.450.000",-44.48
"2659","66.450.000",-44.76
"2660","66.500.000",-44.76
"2661","66.500.000",-45.04
"2662","66.550.000",-45.04
"2663","66.550.000",-44.48
"2664","66.600.000",-44.48
"2665","66.600.000",-44.33
"2666","66.650.000",-44.33
"2667","66.650.000",-44.17
"2668","66.700.000",-44.17
"2669","66.700.000",-44.19
"2670","66.750.000",-44.19
"2671","66.750.000",-44.22
"2672","66.800.000",-44.22
"2673","66.800.000",-43.67
"2674","66.850.000",-43.67
"2675","66.850.000",-43.35
"2676","66.900.000",-43.35
"2677","66.900.000",-43.04
"2678","66.950.000",-43.04
"2679","66.950.000",-44.23
"2680","67.000.000",-44.23
"2681","67.000.000",-43.99
"2682","67.050.000",-43.99
"2683","67.050.000",-43.76
"2684","67.100.000",-43.76
"2685","67.100.000",-44.65
"2686","67.150.000",-44.65
"2687","67.150.000",-44.3
"2688","67.200.000",-44.3
"2689","67.200.000",-43.71
"2690","67.250.000",-43.71
"2691","67.250.000",-44.64
"2692","67.300.000",-44.64
"2693","67.300.000",-44.21
"2694","67.350.000",-44.21
"2695","67.350.000",-42.91
"2696","67.400.000",-42.91
"2697","67.400.000",-43.39
"2698","67.450.000",-43.39
"2699","67.450.000",-43.73
"2700","67.500.000",-43.73
"2701","67.500.000",-44.12
"2702","67.550.000",-44.12
"2703","67.550.000",-43.2
"2704","67.600.000",-43.2
"2705","67.600.000",-43.62
"2706","67.650.000",-43.62
"2707","67.650.000",-44.08
"2708","67.700.000",-44.08
"2709","67.700.000",-44.18
"2710","67.750.000",-44.18
"2711","67.750.000",-43.76
"2712","67.800.000",-43.76
"2713","67.800.000",-43.33
"2714","67.850.000",-43.33
"2715","67.850.000",-44.73
"2716","67.900.000",-44.73
"2717","67.900.000",-44.22
"2718","67.950.000",-44.22
"2719","67.950.000",-43.41
"2720","68.000.000",-43.41
"2721","68.000.000",-42.37
"2722","68.050.000",-42.37
"2723","68.050.000",-42.32
"2724","68.100.000",-42.32
"2725","68.100.000",-42.79
"2726","68.150.000",-42.79
"2727","68.150.000",-43.22
"2728","68.200.000",-43.22
"2729","68.200.000",-43.45
"2730","68.250.000",-43.45
"2731","68.250.000",-43.99
"2732","68.300.000",-43.99
"2733","68.300.000",-44.37
"2734","68.350.000",-44.37
"2735","68.350.000",-44.81
"2736","68.400.000",-44.81
"2737","68.400.000",-43.87
"2738","68.450.000",-43.87
"2739","68.450.000",-43.87
"2740","68.500.000",-43.87
"2741","68.500.000",-44.62
"2742","68.550.000",-44.62
"2743","68.550.000",-44.16
"2744","68.600.000",-44.16
"2745","68.600.000",-43.83
"2746","68.650.000",-43.83
"2747","68.650.000",-44.1
"2748","68.700.000",-44.1
"2749","68.700.000",-44.05
"2750","68.750.000",-44.05
"2751","68.750.000",-43.96
"2752","68.800.000",-43.96
"2753","68.800.000",-44.47
"2754","68.850.000",-44.47
"2755","68.850.000",-44.25
"2756","68.900.000",-44.25
"2757","68.900.000",-43.42
"2758","68.950.000",-43.42
"2759","68.950.000",-43.66
"2760","69.000.000",-43.66
"2761","69.000.000",-43.76
"2762","69.050.000",-43.76
"2763","69.050.000",-43.84
"2764","69.100.000",-43.84
"2765","69.100.000",-44.4
"2766","69.150.000",-44.4
"2767","69.150.000",-44.69
"2768","69.200.000",-44.69
"2769","69.200.000",-44.03
"2770","69.250.000",-44.03
"2771","69.250.000",-43.92
"2772","69.300.000",-43.92
"2773","69.300.000",-43.8
"2774","69.350.000",-43.8
"2775","69.350.000",-43.76
"2776","69.400.000",-43.76
"2777","69.400.000",-43.93
"2778","69.450.000",-43.93
"2779","69.450.000",-44.19
"2780","69.500.000",-44.19
"2781","69.500.000",-43.3
"2782","69.550.000",-43.3
"2783","69.550.000",-43.6
"2784","69.600.000",-43.6
"2785","69.600.000",-44.03
"2786","69.650.000",-44.03
"2787","69.650.000",-42.78
"2788","69.700.000",-42.78
"2789","69.700.000",-43.35
"2790","69.750.000",-43.35
"2791","69.750.000",-43.73
"2792","69.800.000",-43.73
"2793","69.800.000",-43.88
"2794","69.850.000",-43.88
"2795","69.850.000",-44.39
"2796","69.900.000",-44.39
"2797","69.900.000",-44.68
"2798","69.950.000",-44.68
"2799","69.950.000",-43.8
"2800","70.000.000",-43.8
"2801","70.000.000",-43.54
"2802","70.050.000",-43.54
"2803","70.050.000",-43.09
"2804","70.100.000",-43.09
"2805","70.100.000",-42.07
"2806","70.150.000",-42.07
"2807","70.150.000",-40.56
"2808","70.200.000",-40.56
"2809","70.200.000",-39.73
"2810","70.250.000",-39.73
"2811","70.250.000",-39.55
"2812","70.300.000",-39.55
"2813","70.300.000",-42.18
"2814","70.350.000",-42.18
"2815","70.350.000",-44.18
"2816","70.400.000",-44.18
"2817","70.400.000",-44.7
"2818","70.450.000",-44.7
"2819","70.450.000",-44.34
"2820","70.500.000",-44.34
"2821","70.500.000",-44.32
"2822","70.550.000",-44.32
"2823","70.550.000",-44.23
"2824","70.600.000",-44.23
"2825","70.600.000",-44.13
"2826","70.650.000",-44.13
"2827","70.650.000",-43.82
"2828","70.700.000",-43.82
"2829","70.700.000",-43.76
"2830","70.750.000",-43.76
"2831","70.750.000",-43.67
"2832","70.800.000",-43.67
"2833","70.800.000",-43.28
"2834","70.850.000",-43.28
"2835","70.850.000",-43.05
"2836","70.900.000",-43.05
"2837","70.900.000",-43.5
"2838","70.950.000",-43.5
"2839","70.950.000",-43.52
"2840","71.000.000",-43.52
"2841","71.000.000",-43.48
"2842","71.050.000",-43.48
"2843","71.050.000",-42.86
"2844","71.100.000",-42.86
"2845","71.100.000",-42.45
"2846","71.150.000",-42.45
"2847","71.150.000",-41.93
"2848","71.200.000",-41.93
"2849","71.200.000",-42.22
"2850","71.250.000",-42.22
"2851","71.250.000",-42.16
"2852","71.300.000",-42.16
"2853","71.300.000",-42.07
"2854","71.350.000",-42.07
"2855","71.350.000",-42.06
"2856","71.400.000",-42.06
"2857","71.400.000",-42.17
"2858","71.450.000",-42.17
"2859","71.450.000",-42.27
"2860","71.500.000",-42.27
"2861","71.500.000",-41.6
"2862","71.550.000",-41.6
"2863","71.550.000",-40.74
"2864","71.600.000",-40.74
"2865","71.600.000",-40.51
"2866","71.650.000",-40.51
