"year","dD","dTsVscales"
-73003,-469.5,-5.77
-72922,-466.6,-5.29
-72840,-470.7,-5.97
-72753,-474.7,-6.64
-72666,-473.2,-6.39
-72578,-476.2,-6.89
-72489,-474,-6.53
-72403,-472.5,-6.28
-72318,-469.7,-5.82
-72235,-469.6,-5.81
-72152,-468.9,-5.69
-72070,-467,-5.38
-71989,-468,-5.55
-71905,-471.5,-6.13
-71822,-466.8,-5.36
-71743,-463.5,-4.81
-71664,-465.8,-5.2
-71584,-466.4,-5.3
-71506,-462.2,-4.6
-71427,-465.5,-5.15
-71347,-467.2,-5.44
-71264,-470.5,-5.99
-71180,-470.1,-5.93
-71096,-469,-5.75
-71013,-468.7,-5.7
-70931,-468.4,-5.66
-70848,-468.4,-5.66
-70766,-468.4,-5.67
-70683,-468.4,-5.67
-70600,-468.4,-5.67
-70515,-473.5,-6.52
-70425,-477.9,-7.26
-70334,-476.8,-7.08
-70243,-476.6,-7.05
-70149,-480.6,-7.72
-70054,-481.3,-7.84
-69959,-478.1,-7.31
-69869,-474.7,-6.75
-69780,-473.5,-6.55
-69691,-476,-6.97
-69599,-478.1,-7.33
-69506,-479.4,-7.54
-69413,-475.6,-6.92
-69324,-474.2,-6.69
-69238,-468.5,-5.75
-69155,-467.7,-5.62
-69071,-470.7,-6.12
-68987,-468.8,-5.81
-68902,-472.1,-6.36
-68811,-479.5,-7.59
-68715,-483.1,-8.2
-68617,-481.5,-7.94
-68520,-481.9,-8.01
-68424,-478.5,-7.45
-68330,-479.7,-7.65
-68233,-483.4,-8.27
-68136,-480.5,-7.8
-68041,-479,-7.55
-67945,-481,-7.89
-67848,-481.9,-8.04
-67750,-482.5,-8.15
-67653,-480.7,-7.86
-67557,-479.8,-7.71
-67462,-480.3,-7.8
-67367,-478.6,-7.52
-67272,-479.2,-7.63
-67178,-478.2,-7.47
-67085,-476.7,-7.22
-66992,-478,-7.44
-66898,-479.7,-7.73
-66803,-478.5,-7.54
-66708,-479.8,-7.76
-66613,-479.6,-7.73
-66520,-475.6,-7.07
-66429,-474.4,-6.88
-66338,-477.1,-7.33
-66243,-481.5,-8.06
-66144,-483,-8.31
-66045,-482.4,-8.21
-65949,-477.5,-7.4
-65855,-479.6,-7.75
-65756,-486.2,-8.85
-65655,-482,-8.15
-65559,-479.3,-7.71
-65464,-478,-7.49
-65371,-476.5,-7.25
-65278,-479.6,-7.76
-65182,-480.7,-7.95
-65085,-480.9,-7.98
-64987,-482,-8.17
-64890,-480.5,-7.92
-64793,-480.8,-7.97
-64698,-477.9,-7.49
-64605,-477.5,-7.43
-64510,-480.4,-7.91
-64416,-477.3,-7.4
-64322,-478.2,-7.55
-64228,-479.1,-7.7
-64134,-476.5,-7.27
-64043,-474.5,-6.94
-63954,-473.6,-6.79
-63865,-473.8,-6.82
-63776,-473.8,-6.83
-63688,-471.3,-6.41
-63600,-472.8,-6.66
-63512,-473.9,-6.84
-63424,-470.4,-6.26
-63338,-471.4,-6.43
-63249,-475.5,-7.11
-63157,-477.9,-7.51
-63064,-477.9,-7.51
-62970,-477.9,-7.51
-62877,-477.9,-7.51
-62783,-478.1,-7.54
-62689,-478.9,-7.67
-62594,-481,-8.02
-62497,-481.4,-8.09
-62401,-478.7,-7.64
-62307,-479.2,-7.72
-62213,-477.5,-7.44
-62121,-475.1,-7.05
-62031,-475.4,-7.1
-61941,-474.8,-7
-61852,-472.4,-6.6
-61765,-471.8,-6.5
-61677,-474,-6.86
-61586,-476.4,-7.26
-61496,-474.8,-7
-61406,-474,-6.86
-61317,-474.1,-6.88
-61229,-472,-6.53
-61141,-473.7,-6.81
-61052,-474.7,-6.98
-60961,-477.7,-7.48
-60869,-476.7,-7.31
-60779,-472.5,-6.61
-60692,-472.3,-6.58
-60605,-472,-6.53
-60519,-470.5,-6.28
-60433,-470.6,-6.3
-60348,-471.5,-6.45
-60262,-470,-6.2
-60177,-469.5,-6.11
-60093,-469.7,-6.15
-60007,-472,-6.53
-59921,-471.8,-6.49
-59836,-467.7,-5.81
-59755,-466,-5.53
-59674,-466,-5.53
-59593,-466,-5.53
-59511,-468,-5.86
-59428,-469,-6.03
-59345,-467.9,-5.85
-59262,-468,-5.86
-59178,-470.7,-6.31
-59093,-471.3,-6.41
-59008,-469.1,-6.04
-58925,-467.9,-5.85
-58842,-468.4,-5.93
-58759,-469.2,-6.06
-58676,-468,-5.86
-58594,-466.8,-5.66
-58514,-464.1,-5.21
-58436,-462.4,-4.93
-58360,-458.1,-4.22
-58286,-458.4,-4.27
-58211,-462.6,-4.96
-58133,-462.2,-4.9
-58057,-460.5,-4.62
-57981,-460.7,-4.65
-57905,-462.7,-4.98
-57828,-460.7,-4.65
-57750,-465.9,-5.51
-57669,-467.5,-5.78
-57590,-462,-4.86
-57513,-461.9,-4.85
-57436,-461.9,-4.85
-57362,-457.1,-4.05
-57289,-456.9,-4.01
-57215,-461.2,-4.73
-57139,-460.1,-4.54
-57065,-457.9,-4.18
-56993,-454.9,-3.68
-56922,-455.1,-3.71
-56850,-459.7,-4.47
-56774,-462.2,-4.88
-56698,-459.4,-4.42
-56624,-459,-4.35
-56548,-463.5,-5.1
-56471,-463.5,-5.09
-56394,-461.5,-4.76
-56317,-463.6,-5.11
-56239,-462.5,-4.92
-56163,-461.2,-4.71
-56087,-462.7,-4.95
-56009,-463.5,-5.09
-55933,-461.8,-4.8
-55855,-464.4,-5.23
-55775,-467.9,-5.81
-55694,-466.3,-5.54
-55615,-465.6,-5.43
-55536,-464.3,-5.21
-55457,-465.6,-5.42
-55377,-467,-5.65
-55297,-465.1,-5.34
-55218,-466.6,-5.58
-55136,-470.1,-6.16
-55052,-471,-6.31
-54967,-473.4,-6.71
-54881,-471.3,-6.36
-54797,-470.9,-6.29
-54713,-471.3,-6.35
-54629,-470.2,-6.17
-54544,-474,-6.8
-54457,-472.4,-6.53
-54372,-471.6,-6.4
-54286,-475,-6.96
-54198,-475.6,-7.06
-54111,-472.85,-6.6
-54026,-470.1,-6.14
-53942,-472.2,-6.49
-53858,-470.6,-6.22
-53775,-469.5,-6.04
-53692,-472.6,-6.55
-53606,-473.2,-6.65
-53520,-473.2,-6.65
-53436,-469.6,-6.05
-53355,-466.6,-5.55
-53275,-467.2,-5.65
-53193,-471.5,-6.36
-53107,-475.8,-7.07
-53019,-476.5,-7.18
-52931,-475,-6.93
-52846,-470,-6.1
-52763,-470.3,-6.15
-52679,-473.7,-6.71
-52594,-470.8,-6.23
-52511,-470.2,-6.13
-52430,-467,-5.6
-52352,-463.6,-5.03
-52275,-466.7,-5.55
-52195,-468.5,-5.84
-52114,-468.3,-5.81
-52034,-466.8,-5.56
-51955,-466.8,-5.56
-51874,-469.6,-6.02
-51794,-467,-5.59
-51715,-466.3,-5.47
-51633,-472.1,-6.43
-51549,-473.1,-6.6
-51465,-470.8,-6.21
-51384,-467.1,-5.6
-51306,-465.8,-5.38
-51230,-459.5,-4.34
-51159,-456.1,-3.77
-51086,-463,-4.91
-51009,-468,-5.74
-50928,-468.9,-5.89
-50847,-470,-6.07
-50766,-467.9,-5.72
-50688,-464.7,-5.19
-50610,-467,-5.57
-50531,-467.5,-5.65
-50452,-466.8,-5.54
-50374,-466.8,-5.54
-50295,-465.8,-5.37
-50217,-467.8,-5.7
-50138,-466.3,-5.45
-50061,-463.8,-5.03
-49985,-464.7,-5.18
-49907,-467.2,-5.6
-49828,-467.1,-5.58
-49750,-465.4,-5.3
-49672,-468.3,-5.78
-49591,-470.1,-6.07
-49510,-469.5,-5.97
-49430,-469,-5.89
-49350,-466.7,-5.51
-49272,-466.7,-5.51
-49193,-469,-5.89
-49113,-468.3,-5.77
-49034,-468.2,-5.76
-48953,-471.1,-6.24
-48870,-472,-6.39
-48787,-472.5,-6.48
-48704,-471.8,-6.36
-48622,-471.2,-6.26
-48541,-468.6,-5.83
-48461,-468.4,-5.8
-48381,-469.9,-6.05
-48300,-469.7,-6.02
-48218,-472.5,-6.49
-48134,-473.5,-6.65
-48050,-472.3,-6.46
-47966,-474.7,-6.85
-47881,-474,-6.74
-47798,-471.2,-6.28
-47716,-471.7,-6.36
-47631,-475.5,-6.99
-47546,-474.2,-6.78
-47462,-472.8,-6.55
-47378,-473.9,-6.73
-47295,-470.5,-6.17
-47214,-469,-5.92
-47133,-471.2,-6.29
-47050,-473.5,-6.67
-46966,-475,-6.92
-46881,-473.7,-6.71
-46797,-472.3,-6.48
-46713,-474.9,-6.91
-46628,-474.8,-6.9
-46543,-474.1,-6.78
-46457,-476.3,-7.15
-46370,-478.5,-7.51
-46281,-478.2,-7.47
-46193,-477.7,-7.38
-46104,-477.7,-7.39
-46018,-475.5,-7.02
-45932,-475.4,-7.01
-45846,-474.9,-6.93
-45762,-472.6,-6.55
-45677,-477.6,-7.38
-45587,-481,-7.94
-45497,-479.2,-7.64
-45407,-480.8,-7.91
-45315,-482.3,-8.16
-45225,-477.7,-7.4
-45139,-473.4,-6.69
-45055,-473.6,-6.72
-44972,-473.3,-6.68
-44887,-475.5,-7.04
-44800,-477.9,-7.44
-44715,-472.5,-6.55
-44634,-470.1,-6.15
-44551,-476,-7.13
-44463,-478.3,-7.51
-44377,-475,-6.97
-44292,-474.8,-6.94
-44206,-476.8,-7.27
-44120,-475.1,-6.99
-44036,-473.5,-6.72
-43952,-474.4,-6.88
-43868,-474.8,-6.94
-43785,-472,-6.48
-43702,-472.7,-6.6
-43619,-473.2,-6.68
-43540,-465.9,-5.47
-43464,-465.6,-5.42
-43385,-471.8,-6.45
-43304,-469.3,-6.04
-43226,-466,-5.5
-43150,-466.2,-5.53
-43073,-467.8,-5.8
-42994,-468.6,-5.93
-42916,-468.3,-5.88
-42837,-468.7,-5.95
-42758,-469.8,-6.13
-42679,-467.1,-5.69
-42603,-465.5,-5.43
-42527,-465.9,-5.49
-42451,-465.3,-5.4
-42374,-467.1,-5.7
-42298,-464.7,-5.3
-42225,-460.8,-4.65
-42152,-462.8,-4.99
-42077,-467,-5.69
-42001,-464.5,-5.27
-41927,-460.9,-4.68
-41855,-461.7,-4.81
-41782,-463.3,-5.08
-41710,-460,-4.53
-41638,-461.6,-4.8
-41564,-465.7,-5.48
-41489,-463.3,-5.09
-41415,-462.9,-5.02
-41342,-463.4,-5.11
-41268,-463.9,-5.19
-41191,-468.1,-5.89
-41112,-472.3,-6.59
-41031,-471,-6.37
-40952,-467.2,-5.74
-40875,-467.2,-5.74
-40796,-471.5,-6.46
-40714,-472.8,-6.67
-40632,-472.1,-6.56
-40551,-473,-6.71
-40468,-474.2,-6.91
-40386,-471.8,-6.51
-40305,-470.6,-6.31
-40223,-475.2,-7.07
-40138,-476,-7.21
-40054,-474.2,-6.91
-39971,-474.5,-6.96
-39889,-470.2,-6.24
-39812,-465.6,-5.48
-39735,-468.2,-5.91
-39657,-469.5,-6.13
-39579,-469.5,-6.13
-39499,-470.2,-6.24
-39420,-470.2,-6.24
-39341,-469.7,-6.16
-39263,-468.3,-5.93
-39185,-468.3,-5.93
-39107,-470,-6.21
-39027,-472.1,-6.56
-38946,-472.35,-6.6
-38865,-472.6,-6.64
-38783,-472.85,-6.69
-38702,-473.1,-6.73
-38619,-474.4,-6.94
-38535,-475.8,-7.18
-38451,-475.8,-7.18
-38367,-475.3,-7.09
-38284,-474.5,-6.96
-38201,-473.5,-6.8
-38120,-472.7,-6.66
-38039,-471.3,-6.43
-37959,-470.5,-6.3
-37880,-471.4,-6.45
-37799,-472.3,-6.6
-37718,-474,-6.88
-37637,-471,-6.38
-37558,-468.5,-5.97
-37479,-473.5,-6.8
-37396,-475.9,-7.2
-37313,-474.5,-6.97
-37230,-474.1,-6.9
-37148,-474.1,-6.9
-37066,-473.25,-6.76
-36985,-472.4,-6.62
-36905,-470.6,-6.32
-36827,-468.8,-6.02
-36748,-472.6,-6.65
-36666,-474.5,-6.97
-36585,-472.7,-6.67
-36502,-476.5,-7.3
-36416,-478.9,-7.7
-36331,-476,-7.22
-36248,-474.9,-7.03
-36166,-472.9,-6.7
-36086,-471.1,-6.4
-36007,-470,-6.22
-35930,-467.3,-5.77
-35855,-467,-5.72
-35780,-466.4,-5.62
-35705,-465.1,-5.41
-35631,-466.6,-5.65
-35556,-466,-5.55
-35482,-464.9,-5.37
-35409,-464.1,-5.24
-35336,-465,-5.39
-35261,-467.6,-5.82
-35185,-468.1,-5.9
-35108,-468.6,-5.98
-35033,-465.8,-5.52
-34960,-463,-5.05
-34889,-461.6,-4.82
-34818,-463.5,-5.14
-34744,-466.9,-5.7
-34669,-467.9,-5.87
-34592,-469.6,-6.15
-34515,-468.8,-6.01
-34438,-469.2,-6.08
-34360,-472.3,-6.59
-34281,-470.2,-6.25
-34202,-473.3,-6.76
-34121,-474,-6.88
-34041,-471.9,-6.53
-33960,-475.8,-7.17
-33877,-476.9,-7.36
-33793,-475.8,-7.17
-33711,-475.5,-7.12
-33628,-476.6,-7.31
-33544,-478,-7.54
-33459,-477.4,-7.44
-33376,-475.2,-7.07
-33293,-476.8,-7.34
-33209,-478.4,-7.6
-33124,-478.4,-7.6
-33039,-478.3,-7.59
-32955,-476.5,-7.29
-32871,-477.6,-7.47
-32787,-477.6,-7.47
-32705,-473,-6.71
-32626,-472.5,-6.62
-32546,-474.7,-6.99
-32463,-477.7,-7.49
-32380,-475.2,-7.07
-32300,-472.4,-6.61
-32219,-476.4,-7.27
-32137,-475.3,-7.09
-32056,-473.5,-6.79
-31976,-473.2,-6.74
-31896,-473.4,-6.77
-31815,-475.6,-7.14
-31733,-477.2,-7.4
-31648,-480.4,-7.93
-31560,-482,-8.2
-31473,-481,-8.03
-31387,-479.4,-7.77
-31302,-478.7,-7.65
-31216,-479.9,-7.85
-31130,-481.1,-8.05
-31043,-480.8,-8
-30957,-480.5,-7.95
-30871,-478.6,-7.63
-30788,-476.6,-7.3
-30705,-477.27,-7.41
-30622,-477.95,-7.52
-30538,-478.63,-7.64
-30453,-479.3,-7.75
-30368,-479.8,-7.83
-30283,-478.5,-7.62
-30201,-474.9,-7.02
-30120,-475.6,-7.14
-30036,-480.5,-7.95
-29949,-482.6,-8.3
-29861,-483.4,-8.43
-29771,-484.3,-8.58
-29682,-482.8,-8.33
-29594,-483,-8.37
-29505,-482.9,-8.35
-29418,-481.1,-8.05
-29332,-479.48,-7.79
-29249,-477.86,-7.52
-29166,-476.24,-7.25
-29085,-474.62,-6.98
-29006,-473,-6.71
-28927,-473,-6.71
-28848,-475.12,-7.07
-28766,-477.23,-7.42
-28683,-479.35,-7.77
-28597,-481.47,-8.12
-28510,-483.58,-8.47
-28420,-485.7,-8.82
-28331,-481.7,-8.16
-28247,-477.6,-7.49
-28163,-478.85,-7.69
-28079,-480.1,-7.9
-27993,-481.2,-8.09
-27907,-482.3,-8.27
-27819,-483.8,-8.52
-27730,-484.6,-8.66
-27641,-482.3,-8.28
-27555,-479.6,-7.84
-27470,-481.4,-8.14
-27382,-484.3,-8.62
-27293,-485.5,-8.82
-27202,-486.7,-9.02
-27110,-486.7,-9.02
-27019,-484.4,-8.64
-26933,-479.9,-7.9
-26849,-477.8,-7.56
-26766,-478.9,-7.74
-26681,-481,-8.09
-26595,-481,-8.09
-26510,-480.7,-8.05
-26425,-479.3,-7.82
-26342,-477.7,-7.55
-26261,-475.8,-7.24
-26180,-475.3,-7.16
-26099,-477.2,-7.48
-26017,-477.1,-7.47
-25936,-476,-7.29
-25855,-475.8,-7.26
-25776,-474.1,-6.98
-25697,-474.5,-7.05
-25615,-478.4,-7.7
-25531,-481,-8.13
-25445,-481.8,-8.27
-25360,-479.5,-7.89
-25277,-478.2,-7.68
-25193,-479.1,-7.83
-25109,-480,-7.98
-25024,-480.9,-8.14
-24941,-477.45,-7.57
-24860,-474,-7
-24781,-475.5,-7.25
-24700,-477,-7.5
-24619,-477,-7.51
-24537,-477.1,-7.53
-24453,-482.7,-8.46
-24363,-488.3,-9.39
-24272,-484,-8.68
-24186,-479.1,-7.87
-24102,-480,-8.03
-24017,-481.4,-8.26
-23931,-482.5,-8.44
-23843,-483.6,-8.63
-23755,-483.6,-8.63
-23668,-483.6,-8.63
-23581,-480.95,-8.2
-23497,-478.3,-7.76
-23412,-483,-8.54
-23324,-485.8,-9.01
-23234,-485.1,-8.89
-23145,-484.5,-8.8
-23057,-482.7,-8.5
-22972,-479.2,-7.92
-22888,-479.5,-7.97
-22803,-483.2,-8.59
-22716,-482.75,-8.52
-22629,-482.3,-8.45
-22543,-481.85,-8.37
-22457,-481.4,-8.3
-22371,-482.3,-8.45
-22284,-484.5,-8.82
-22196,-484.5,-8.82
-22108,-482,-8.41
-22023,-480.4,-8.15
-21939,-480.2,-8.12
-21854,-481.5,-8.33
-21769,-480.9,-8.24
-21686,-477.4,-7.66
-21605,-475.6,-7.36
-21525,-477.8,-7.73
-21442,-480,-8.09
-21358,-479.45,-8
-21275,-478.9,-7.91
-21192,-478.9,-7.91
-21110,-479,-7.93
-21026,-480,-8.1
-20943,-480.1,-8.12
-20859,-479,-7.94
-20777,-478.6,-7.87
-20694,-479.1,-7.96
-20611,-479.6,-8.04
-20528,-479.5,-8.03
-20444,-479.8,-8.08
-20361,-480,-8.11
-20278,-478.2,-7.82
-20197,-476.4,-7.52
-20116,-478.3,-7.84
-20035,-477,-7.62
-19953,-479.2,-7.99
-19868,-482.9,-8.61
-19782,-482.4,-8.52
-19696,-483.5,-8.71
-19610,-481.9,-8.45
-19525,-480.1,-8.15
-19443,-477.4,-7.7
-19362,-476.4,-7.54
-19282,-478,-7.81
-19199,-479.35,-8.03
-19116,-480.7,-8.26
-19032,-479.8,-8.11
-18950,-476.9,-7.63
-18870,-476.6,-7.58
-18787,-481.9,-8.46
-18701,-483.5,-8.73
-18615,-481.7,-8.43
-18530,-482.1,-8.5
-18446,-478.9,-7.97
-18365,-477.5,-7.74
-18283,-478.4,-7.89
-18201,-480,-8.16
-18116,-482.8,-8.63
-18031,-480.15,-8.19
-17949,-477.5,-7.75
-17868,-477.3,-7.72
-17787,-477.9,-7.82
-17706,-478,-7.84
-17625,-477.6,-7.78
-17544,-477,-7.68
-17462,-480.5,-8.27
-17379,-479.4,-8.09
-17298,-475.5,-7.45
-17219,-476,-7.53
-17139,-476.4,-7.6
-17058,-479,-8.04
-16974,-481.8,-8.51
-16889,-480.7,-8.33
-16808,-475.6,-7.49
-16729,-473.6,-7.16
-16653,-472.4,-6.97
-16577,-471.2,-6.77
-16502,-471,-6.74
-16426,-471.8,-6.88
-16350,-471.8,-6.88
-16275,-470.9,-6.74
-16201,-468.5,-6.34
-16128,-466.9,-6.08
-16057,-464.9,-5.75
-15987,-466.3,-5.99
-15915,-467.5,-6.19
-15845,-462.4,-5.35
-15777,-462,-5.29
-15708,-463.7,-5.57
-15639,-462.9,-5.44
-15570,-463.8,-5.6
-15501,-464.5,-5.71
-15432,-461.1,-5.15
-15366,-458.6,-4.74
-15300,-459,-4.81
-15234,-460.1,-5
-15167,-462.5,-5.4
-15099,-462,-5.32
-15032,-458,-4.66
-14968,-456.7,-4.44
-14904,-458.1,-4.68
-14839,-457.1,-4.52
-14775,-454.8,-4.14
-14713,-453.5,-3.92
-14651,-453.8,-3.98
-14589,-456,-4.34
-14526,-452.8,-3.82
-14466,-451.7,-3.64
-14404,-454.5,-4.11
-14342,-452.95,-3.85
-14281,-451.4,-3.6
-14221,-449.85,-3.34
-14163,-448.3,-3.08
-14105,-446.75,-2.83
-14048,-445.2,-2.57
-13992,-443.65,-2.32
-13938,-442.1,-2.06
-13883,-443.2,-2.24
-13828,-442,-2.04
-13774,-442.9,-2.19
-13718,-447.2,-2.91
-13659,-449.4,-3.27
-13600,-451.2,-3.57
-13539,-453.9,-4.02
-13476,-455.5,-4.28
-13414,-451.8,-3.67
-13355,-448.8,-3.17
-13296,-448.8,-3.17
-13237,-450.5,-3.45
-13177,-452.1,-3.72
-13116,-452.3,-3.75
-13055,-452.9,-3.85
-12994,-451.8,-3.67
-12934,-450.8,-3.5
-12874,-450.2,-3.4
-12815,-449.2,-3.24
-12755,-451.23,-3.57
-12694,-453.27,-3.91
-12632,-455.3,-4.25
-12569,-455.3,-4.25
-12507,-452.4,-3.76
-12446,-451.5,-3.61
-12385,-453.6,-3.96
-12323,-455,-4.18
-12261,-453.2,-3.88
-12202,-447.3,-2.9
-12144,-446.5,-2.77
-12087,-448.5,-3.09
-12029,-447,-2.84
-11973,-443.1,-2.19
-11918,-445.3,-2.55
-11861,-447.1,-2.85
-11805,-444.2,-2.37
-11749,-443.2,-2.2
-11695,-441,-1.83
-11642,-439.7,-1.61
-11590,-439.6,-1.59
-11537,-439.5,-1.57
-11485,-437.8,-1.29
-11434,-437.4,-1.22
-11383,-434.5,-0.73
-11334,-431.7,-0.27
-11286,-433,-0.48
-11237,-431.2,-0.18
-11191,-425.3,0.81
-11146,-425.8,0.74
-11100,-429.8,0.09
-11053,-430.3,0.02
-11005,-431.9,-0.23
-10957,-431.3,-0.12
-10910,-431.6,-0.15
-10861,-434.5,-0.62
-10812,-433.5,-0.44
-10764,-432.5,-0.26
-10715,-435.2,-0.7
-10665,-436.9,-0.96
-10614,-436.6,-0.9
-10564,-436,-0.79
-10515,-436,-0.77
-10465,-436,-0.76
-10415,-434.1,-0.43
-10366,-437.4,-0.97
-10315,-439.5,-1.3
-10265,-432.8,-0.18
-10218,-428.7,0.52
-10172,-430,0.31
-10124,-435.5,-0.58
-10075,-434.9,-0.47
-10027,-433.8,-0.28
-9978,-436.1,-0.65
-9929,-434.5,-0.37
-9881,-434.5,-0.36
-9831,-436.9,-0.74
-9782,-437.6,-0.85
-9732,-437.4,-0.8
-9682,-435.4,-0.46
-9635,-429.6,0.51
-9589,-430.2,0.43
-9542,-433.8,-0.16
-9494,-433.9,-0.16
-9445,-437.2,-0.7
-9396,-438,-0.82
-9346,-435.5,-0.39
-9298,-433,0.03
-9252,-431.7,0.26
-9204,-434.1,-0.13
-9156,-436.5,-0.51
-9107,-437.1,-0.6
-9058,-436,-0.41
-9009,-436.5,-0.48
-8960,-439,-0.88
-8910,-437,-0.54
-8861,-437,-0.53
-8811,-438.8,-0.81
-8763,-433.2,0.13
-8716,-432,0.34
-8668,-437.5,-0.56
-8619,-438.6,-0.73
-8569,-438.4,-0.68
-8520,-438.3,-0.65
-8471,-437.6,-0.52
-8422,-436.1,-0.26
-8374,-435.9,-0.21
-8325,-438,-0.55
-8276,-439.5,-0.78
-8226,-440.1,-0.87
-8178,-431.35,0.59
-8135,-422.6,2.06
-8091,-433.3,0.3
-8043,-439,-0.64
-7994,-438.5,-0.54
-7944,-439.5,-0.69
-7894,-441,-0.93
-7844,-440.9,-0.9
-7794,-439,-0.57
-7745,-440,-0.72
-7697,-436,-0.04
-7649,-435.7,0.02
-7602,-436,-0.02
-7555,-433.1,0.48
-7509,-436.2,-0.03
-7462,-436,0.02
-7413,-439.7,-0.58
-7364,-441.2,-0.81
-7315,-438.1,-0.29
-7267,-437.1,-0.11
-7220,-436.8,-0.04
-7172,-436.5,0.02
-7124,-440.5,-0.63
-7074,-444,-1.2
-7023,-443.2,-1.05
-6973,-440.5,-0.59
-6924,-440.5,-0.58
-6874,-444,-1.14
-6823,-444.9,-1.28
-6773,-442.3,-0.84
-6724,-439.5,-0.36
-6677,-435.2,0.37
-6631,-435.3,0.37
-6583,-441.5,-0.65
-6534,-441.4,-0.62
-6486,-439.6,-0.31
-6436,-444.4,-1.09
-6385,-447.5,-1.59
-6334,-441.3,-0.55
-6287,-436.4,0.28
-6241,-437.6,0.09
-6193,-440.2,-0.33
-6145,-439,-0.17
-6099,-436.1,0.32
-6052,-439.25,-0.21
-6004,-442.4,-0.73
-5955,-438.8,-0.13
-5909,-435.3,0.45
-5863,-437.1,0.15
-5816,-439.3,-0.22
-5769,-439.5,-0.25
-5721,-438.93,-0.15
-5674,-438.37,-0.06
-5627,-437.8,0.03
-5581,-437.5,0.08
-5534,-437.9,0.02
-5488,-436.8,0.2
-5442,-435,0.5
-5397,-435,0.5
-5351,-437.5,0.08
-5305,-437.4,0.1
-5259,-436.3,0.28
-5212,-439.3,-0.22
-5165,-440.3,-0.38
-5118,-436.9,0.18
-5072,-437.2,0.13
-5025,-442,-0.66
-4977,-440.2,-0.36
-4929,-442,-0.66
-4880,-444.9,-1.14
-4831,-438,0
-4786,-436.5,0.25
-4739,-441.5,-0.58
-4690,-443.3,-0.88
-4642,-440,-0.33
-4596,-436.8,0.2
-4552,-432.7,0.88
-4509,-431.2,1.13
-4466,-431.2,1.13
-4423,-431.2,1.13
-4381,-431.2,1.13
-4339,-431.2,1.13
-4295,-434.7,0.55
-4250,-441.2,-0.53
-4202,-444,-1
-4153,-444.6,-1.09
-4104,-443.5,-0.91
-4057,-442.5,-0.75
-4009,-442.4,-0.73
-3962,-442,-0.66
-3915,-439.4,-0.23
-3870,-438,0
-3824,-440.8,-0.46
-3778,-441.8,-0.63
-3732,-437.8,0.03
-3689,-434.5,0.58
-3646,-434.1,0.65
-3603,-436.2,0.3
-3558,-443.4,-0.9
-3511,-443.5,-0.91
-3466,-437,0.17
-3422,-436.7,0.22
-3379,-438.8,-0.13
-3334,-439.8,-0.3
-3289,-441.7,-0.61
-3245,-440.6,-0.43
-3201,-437.1,0.15
-3158,-438.5,-0.08
-3114,-441.2,-0.53
-3070,-439.5,-0.25
-3026,-442.4,-0.73
-2980,-446.5,-1.41
-2934,-446.1,-1.34
-2889,-440.3,-0.38
-2847,-434.5,0.58
-2805,-441.7,-0.61
-2760,-449.9,-1.97
-2713,-445.2,-1.19
-2670,-438.1,-0.02
-2628,-439,-0.17
-2585,-446.2,-1.36
-2542,-439.6,-0.27
-2501,-436.2,0.3
-2460,-441.8,-0.63
-2418,-442.4,-0.73
-2374,-446.7,-1.44
-2331,-443.9,-0.98
-2291,-431,1.16
-2253,-437.3,0.12
-2212,-442.4,-0.73
-2171,-443.7,-0.95
-2129,-441.7,-0.61
-2089,-441.2,-0.53
-2049,-440.3,-0.38
-2009,-440.7,-0.45
-1970,-439.7,-0.28
-1931,-437.1,0.15
-1893,-441.2,-0.53
-1853,-443.8,-0.96
-1812,-445.5,-1.24
-1772,-445.3,-1.21
-1732,-444.4,-1.06
-1692,-443.3,-0.88
-1652,-447.1,-1.51
-1612,-446,-1.33
-1573,-443.8,-0.96
-1535,-444,-1
-1497,-440.8,-0.46
-1461,-438.2,-0.03
-1426,-438.8,-0.13
-1390,-438.3,-0.05
-1356,-436,0.33
-1321,-440.4,-0.4
-1285,-447.9,-1.64
-1247,-446.9,-1.48
-1211,-441.9,-0.65
-1176,-439.6,-0.27
-1142,-441.9,-0.65
-1107,-443,-0.83
-1074,-436.4,0.27
-1042,-438.3,-0.05
-1009,-442.9,-0.81
-976,-439.7,-0.28
-944,-439.5,-0.25
-912,-439,-0.17
-881,-442.7,-0.78
-848,-442.7,-0.78
-817,-439,-0.17
-788,-438.6,-0.1
-757,-443.1,-0.85
-726,-447.3,-1.54
-695,-445.4,-1.23
-665,-439.1,-0.18
-637,-438.1,-0.02
-609,-441.6,-0.6
-581,-443.4,-0.9
-552,-447.7,-1.61
-523,-446.4,-1.39
-495,-444.5,-1.08
-469,-438.5,-0.08
-444,-436.9,0.18
-420,-435.9,0.35
-397,-430,1.33
-375,-436.6,0.23
-351,-442.5,-0.75
-327,-440.9,-0.48
-304,-439.3,-0.22
-281,-442.5,-0.75
-258,-444.6,-1.09
-234,-449.1,-1.84
-211,-443.7,-0.95
-190,-435.8,0.36
-170,-437.9,0.02
-149,-442.9,-0.81
-129,-438,0
-110,-438,0
-91,-438,0
-72,-438,0
-53,-438,0
-35,-438,0
-17,-438,0
0,-438,0
